IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.65.67.253,443,443,TRUE,FRA,Europe,Frankfurt,188,10.74
34.65.139.252,443,443,TRUE,FRA,Europe,Frankfurt,199,10.73
34.65.4.95,443,443,TRUE,FRA,Europe,Frankfurt,175,10.73
35.198.141.25,443,443,TRUE,FRA,Europe,Frankfurt,176,10.73
34.116.224.139,443,443,TRUE,AMS,Europe,Amsterdam,176,10.73
34.154.70.103,443,443,TRUE,FRA,Europe,Frankfurt,177,10.72
34.116.158.196,443,443,TRUE,FRA,Europe,Frankfurt,187,10.72
34.154.249.101,443,0,TRUE,FRA,Europe,Frankfurt,186,10.72
34.65.24.163,443,443,TRUE,FRA,Europe,Frankfurt,183,10.71
34.154.11.107,443,443,TRUE,FRA,Europe,Frankfurt,185,10.71
34.65.212.101,443,443,TRUE,FRA,Europe,Frankfurt,172,10.7
35.204.2.49,443,443,TRUE,AMS,Europe,Amsterdam,175,10.7
34.65.27.35,443,443,TRUE,FRA,Europe,Frankfurt,184,10.7
34.65.52.101,443,443,TRUE,EWR,North America,Newark,179,10.7
34.89.145.14,443,443,TRUE,FRA,Europe,Frankfurt,183,10.69
35.234.92.225,443,443,TRUE,FRA,Europe,Frankfurt,178,10.69
34.154.116.167,443,443,TRUE,EWR,North America,Newark,176,10.69
34.65.226.240,443,443,TRUE,CDG,Europe,Paris,173,10.69
34.65.163.137,443,443,TRUE,FRA,Europe,Frankfurt,178,10.68
34.32.164.197,443,443,TRUE,FRA,Europe,Frankfurt,177,10.68
34.65.52.101,443,443,TRUE,FRA,Europe,Frankfurt,171,10.68
34.65.133.188,443,443,TRUE,FRA,Europe,Frankfurt,173,10.68
34.65.95.94,443,443,TRUE,FRA,Europe,Frankfurt,172,10.68
34.141.46.202,443,443,TRUE,FRA,Europe,Frankfurt,183,10.67
34.89.145.14,443,443,TRUE,FRA,Europe,Frankfurt,178,10.67
34.65.205.125,443,443,TRUE,FRA,Europe,Frankfurt,176,10.66
34.116.141.170,443,443,TRUE,FRA,Europe,Frankfurt,190,10.66
34.89.249.91,443,443,TRUE,FRA,Europe,Frankfurt,181,10.66
34.65.184.228,443,443,TRUE,FRA,Europe,Frankfurt,190,10.66
34.90.5.203,443,443,TRUE,FRA,Europe,Frankfurt,169,10.65
34.154.128.15,443,443,TRUE,FRA,Europe,Frankfurt,179,10.64
34.65.182.101,443,443,TRUE,FRA,Europe,Frankfurt,172,10.64
34.154.82.65,443,443,TRUE,FRA,Europe,Frankfurt,217,10.63
34.154.128.78,443,443,TRUE,FRA,Europe,Frankfurt,176,10.63
34.65.152.246,443,443,TRUE,FRA,Europe,Frankfurt,173,10.62
34.65.197.35,443,443,TRUE,FRA,Europe,Frankfurt,176,10.62
34.65.96.16,443,443,TRUE,FRA,Europe,Frankfurt,173,10.62
34.116.175.112,443,443,TRUE,CDG,Europe,Paris,200,10.62
34.65.130.144,443,443,TRUE,FRA,Europe,Frankfurt,172,10.62
34.118.43.13,443,443,TRUE,FRA,Europe,Frankfurt,172,10.61
34.118.57.46,443,443,TRUE,FRA,Europe,Frankfurt,188,10.61
34.65.85.72,443,443,TRUE,FRA,Europe,Frankfurt,178,10.6
34.65.161.128,443,443,TRUE,FRA,Europe,Frankfurt,173,10.6
34.154.97.242,443,443,TRUE,FRA,Europe,Frankfurt,180,10.6
34.107.92.173,443,443,TRUE,FRA,Europe,Frankfurt,179,10.59
34.154.184.28,443,443,TRUE,FRA,Europe,Frankfurt,179,10.58
34.91.133.170,443,443,TRUE,FRA,Europe,Frankfurt,175,10.58
34.154.189.54,443,443,TRUE,FRA,Europe,Frankfurt,176,10.58
34.90.240.8,443,443,TRUE,FRA,Europe,Frankfurt,163,10.57
34.65.73.32,443,443,TRUE,FRA,Europe,Frankfurt,175,10.57
34.154.134.18,443,443,TRUE,CDG,Europe,Paris,171,10.57
34.65.133.188,443,443,TRUE,FRA,Europe,Frankfurt,173,10.57
34.154.109.14,443,443,TRUE,CDG,Europe,Paris,179,10.57
34.65.182.101,443,443,TRUE,CDG,Europe,Paris,178,10.57
35.204.221.131,443,443,TRUE,FRA,Europe,Frankfurt,174,10.56
35.232.39.116,80,80,FALSE,DFW,North America,Dallas,191,10.56
34.65.41.59,443,443,TRUE,FRA,Europe,Frankfurt,171,10.55
34.107.92.173,443,443,TRUE,FRA,Europe,Frankfurt,218,10.55
34.65.95.94,443,443,TRUE,FRA,Europe,Frankfurt,187,10.54
34.65.2.201,443,443,TRUE,CDG,Europe,Paris,175,10.54
34.116.255.149,443,443,TRUE,FRA,Europe,Frankfurt,185,10.54
34.65.59.26,443,443,TRUE,FRA,Europe,Frankfurt,173,10.53
34.65.134.51,443,443,TRUE,FRA,Europe,Frankfurt,176,10.53
34.89.198.241,443,443,TRUE,FRA,Europe,Frankfurt,183,10.53
34.89.249.91,443,443,TRUE,FRA,Europe,Frankfurt,182,10.52
34.154.223.118,443,443,TRUE,FRA,Europe,Frankfurt,179,10.52
34.65.163.137,443,443,TRUE,FRA,Europe,Frankfurt,164,10.52
34.154.225.139,443,443,TRUE,FRA,Europe,Frankfurt,174,10.52
34.65.64.244,443,443,TRUE,FRA,Europe,Frankfurt,176,10.52
34.116.199.155,443,443,TRUE,FRA,Europe,Frankfurt,185,10.5
34.89.249.91,443,443,TRUE,FRA,Europe,Frankfurt,181,10.5
34.65.226.240,443,443,TRUE,FRA,Europe,Frankfurt,173,10.49
34.65.217.176,443,443,TRUE,FRA,Europe,Frankfurt,161,10.49
34.65.54.201,443,443,TRUE,FRA,Europe,Frankfurt,184,10.48
34.65.249.244,443,443,TRUE,CDG,Europe,Paris,171,10.48
34.89.145.14,443,443,TRUE,FRA,Europe,Frankfurt,181,10.48
34.154.73.91,443,443,TRUE,FRA,Europe,Frankfurt,178,10.47
34.65.197.35,443,443,TRUE,FRA,Europe,Frankfurt,166,10.46
34.65.117.30,443,443,TRUE,FRA,Europe,Frankfurt,165,10.46
34.65.130.144,443,443,TRUE,FRA,Europe,Frankfurt,175,10.45
34.91.75.60,443,443,TRUE,FRA,Europe,Frankfurt,183,10.45
34.90.2.209,443,443,TRUE,FRA,Europe,Frankfurt,175,10.44
34.90.95.205,443,443,TRUE,FRA,Europe,Frankfurt,171,10.44
34.154.24.239,443,443,TRUE,FRA,Europe,Frankfurt,180,10.44
34.65.73.241,443,443,TRUE,FRA,Europe,Frankfurt,177,10.43
34.65.52.186,443,443,TRUE,FRA,Europe,Frankfurt,244,10.43
34.118.10.184,443,443,TRUE,FRA,Europe,Frankfurt,188,10.43
34.65.43.197,443,443,TRUE,FRA,Europe,Frankfurt,174,10.42
34.65.40.111,443,443,TRUE,FRA,Europe,Frankfurt,177,10.42
34.65.221.238,443,443,TRUE,FRA,Europe,Frankfurt,164,10.41
34.154.60.172,443,443,TRUE,FRA,Europe,Frankfurt,178,10.4
34.118.10.184,443,443,TRUE,FRA,Europe,Frankfurt,188,10.4
34.118.17.165,443,443,TRUE,FRA,Europe,Frankfurt,174,10.39
34.154.244.63,443,443,TRUE,AMS,Europe,Amsterdam,186,10.38
34.116.217.223,443,443,TRUE,FRA,Europe,Frankfurt,187,10.36
34.91.228.224,443,443,TRUE,FRA,Europe,Frankfurt,167,10.36
34.65.73.241,443,443,TRUE,FRA,Europe,Frankfurt,174,10.35
34.116.214.251,443,443,TRUE,FRA,Europe,Frankfurt,186,10.35
34.65.40.111,443,443,TRUE,FRA,Europe,Frankfurt,171,10.35
34.154.215.170,443,443,TRUE,FRA,Europe,Frankfurt,178,10.34
34.65.193.225,443,443,TRUE,FRA,Europe,Frankfurt,175,10.33
34.89.186.157,443,443,TRUE,FRA,Europe,Frankfurt,166,10.33
34.65.153.209,443,443,TRUE,FRA,Europe,Frankfurt,173,10.32
34.154.238.214,443,443,TRUE,FRA,Europe,Frankfurt,192,10.31
34.107.1.24,443,443,TRUE,FRA,Europe,Frankfurt,223,10.29
34.154.134.225,443,443,TRUE,FRA,Europe,Frankfurt,176,10.29
34.154.171.126,443,443,TRUE,FRA,Europe,Frankfurt,176,10.28
34.65.43.234,443,443,TRUE,FRA,Europe,Frankfurt,173,10.28
34.65.123.250,443,443,TRUE,FRA,Europe,Frankfurt,205,10.27
34.65.32.250,443,443,TRUE,CDG,Europe,Paris,172,10.27
34.154.87.32,443,443,TRUE,FRA,Europe,Frankfurt,184,10.26
34.154.42.111,443,443,TRUE,FRA,Europe,Frankfurt,179,10.25
34.90.57.238,443,443,TRUE,CDG,Europe,Paris,161,10.25
34.65.11.153,443,443,TRUE,FRA,Europe,Frankfurt,175,10.24
34.118.58.248,443,443,TRUE,FRA,Europe,Frankfurt,176,10.24
34.65.134.234,443,443,TRUE,FRA,Europe,Frankfurt,171,10.23
34.65.67.253,443,443,TRUE,FRA,Europe,Frankfurt,179,10.23
34.65.15.16,443,443,TRUE,FRA,Europe,Frankfurt,175,10.22
34.154.9.153,443,443,TRUE,FRA,Europe,Frankfurt,178,10.22
34.72.146.82,443,443,TRUE,ORD,North America,Chicago,195,10.21
34.72.146.82,443,443,TRUE,ORD,North America,Chicago,195,10.21
34.65.7.63,443,443,TRUE,FRA,Europe,Frankfurt,171,10.21
34.41.252.92,443,443,TRUE,ORD,North America,Chicago,194,10.21
34.72.146.82,443,443,TRUE,ORD,North America,Chicago,191,10.21
34.118.126.252,443,443,TRUE,FRA,Europe,Frankfurt,176,10.21
34.116.198.247,443,443,TRUE,FRA,Europe,Frankfurt,185,10.21
34.118.92.14,443,443,TRUE,FRA,Europe,Frankfurt,183,10.2
